	stressed	pos	pros_repr	pros	file	vowel	nr_syll	start	end	nucl_dur	syll_dur	rms	int_peak	trajectory	f0_max	f0_mean	intersyllab	f0_meanST	f0_max_styl	spect_b1	spect_b2	spect_b3	nucl_dur_norm	syll_dur_norm	nucl_dur_vnorm	rms_norm	int_peak_norm	f0_max_norm	f0_mean_norm	f0_max_styl_norm	f0_meanST_norm	nucl_dur_left	nucl_dur_v_left	syll_dur_left	int_peak_left	rms_left	spect_b1_left	spect_b2_left	spect_b3_left	f0_max_left	f0_mean_left	f0_max_styl_left	f0_meanST_left	nucl_dur_right	nucl_dur_v_right	syll_dur_right	int_peak_right	rms_right	spect_b1_right	spect_b2_right	spect_b3_right	f0_max_right	f0_mean_right	f0_max_styl_right	f0_meanST_right
156	0	-1	-1	0	S3_LOC_3_2_potatoe_1	@U	3	0.39	0.51	0.12	0.15000000000000002	0.015542576348787265	64.09662073517332	0.0	0.0	0.0	0.0	0.0	0.0	49.1048218584901	49.989559518682455	53.103357190740766	1.6744186046511627	0.9183673469387755	1.303461511962037	-0.012132345645767938	6.131523939879088	-86.0	-86.0	-86.0	-77.1	0.7674418604651162	0.6534393448549545	-0.6734693877551018	-3.9033792648266825	-0.03153557042020647	1.515602302703627	-5.05151823497269	-10.893353657172781	-87.0	-86.0	-86.0	-77.2	0.6744186046511627	0.4274441812516143	-0.08163265306122436	-0.513285007281044	-0.012132345645767935	1.295440528778343	-1.193448025776469	-0.5049783191251009	-29.0	-28.666666666666664	-28.666666666666664	-25.73333333333334
157	0	-1	-1	0	S5_LOC_3_1_trampoline_1	{	3	0.23	0.29	0.05999999999999997	0.32999999999999996	0.021499234980020095	61.57544753005395	0.0	107.5724105733854	103.551060267252	0.0	80.32789822670286	0.0	54.15448901681697	56.57279823492702	48.08168900548579	0.7499999999999993	1.3251238120733504	0.6701692259633691	0.006827189556506987	0.9163153880828929	21.572410573385397	17.551060267251998	-86.0	3.2278982267028624	-0.25000000000000067	-0.1863648092880862	0.3251238120733504	3.204404238427346	0.006827189556506986	6.483286071461372	9.729885410363224	9.375858183300366	15.590446713415698	16.954163190664826	-25.333333333333336	3.405584131489898	0.37499999999999983	0.0658684455118621	1.0841922098781958	2.4377651852280877	0.004956993386640449	3.4111810100473647	6.961680504179398	13.59556680643503	16.198929566861693	12.311429304742475	0.0	2.1888541677668343
158	0	-1	-1	0	S5_LOC_3_1_trampoline_1	V	3	0.39	0.42	0.02999999999999997	0.06	0.016542241593379647	59.13768234482586	0.0	91.3734810065237	91.23963096250952	0.0	78.13904405893602	0.0	50.7433080067696	49.61111773074762	34.48612219905076	0.3749999999999995	0.2409316021951546	0.604300780451507	0.0018701961698665386	-1.5214497971451948	5.373481006523704	5.239630962509523	-86.0	1.0390440589360281	-0.37499999999999983	-0.0658684455118621	-1.0841922098781958	-2.4377651852280877	-0.004956993386640449	-3.4111810100473647	-6.961680504179398	-13.59556680643503	-16.198929566861693	-12.311429304742475	0.0	-2.1888541677668343	-1.5000000000000013	-0.6908313188879824	-1.1930129835363406	4.737682344825863	0.01056758189624006	12.627496194289392	15.266295222730875	0.9364409370310369	14.373481006523704	26.239630962509523	-76.0	5.839044058936025
159	1	1	1	0	S5_LOC_3_1_trampoline_1	i:	3	0.5010374149659864	0.6510374149659865	0.15000000000000013	0.3571	0.005974659697139585	54.4	2.32	77.0	65.0	-5.19	72.3	76.0	38.11581181248021	34.34482250801675	33.549681262019725	1.8750000000000009	1.4339445857314952	1.2951320993394895	-0.008697385726373522	-6.259132141971058	-9.0	-21.0	-10.0	-4.799999999999997	1.5000000000000013	0.6908313188879824	1.1930129835363406	-4.737682344825863	-0.01056758189624006	-12.627496194289392	-15.266295222730875	-0.9364409370310369	-14.373481006523704	-26.239630962509523	76.0	-5.839044058936025	0.8750000000000009	0.43859806408803415	0.4339445857314952	-3.971043291626605	-0.008697385726373524	-9.555391132875386	-12.49809031654705	-5.1561495601657015	-14.9819638599697	-21.596897076587172	50.666666666666664	-4.622314095212961
160	1	0	0	1	S4_LOC_4_4_alligator_2	{	4	0.0850113378684807	0.2000113378684808	0.1150000000000001	0.15	0.018013338016129605	60.6	0.0	229.0	223.0	0.0	93.66	223.0	54.519646580943835	54.45094092491804	44.95167517538014	1.3333333333333333	0.8108108108108107	1.1914119572682127	0.006206243813119178	1.726687581689852	13.0	7.0	7.0	0.5600000000000023	0.33333333333333326	0.33000971496907694	-0.18918918918918926	4.549999999999999	0.006206243813119178	12.717544978963296	21.044217554168185	8.863163060387372	4.75	6.75	6.0	0.5524999999999949	1.0434782608695652	0.7243195665810569	0.108108108108108	4.899999999999999	0.007529498516086726	23.171505523864763	34.8434221408088	10.965435070408489	4.0	2.0	0.0	0.1599999999999966
161	0	1	1	1	S4_LOC_4_4_alligator_2	V	4	0.3100113378684807	0.3350113378684807	0.025000000000000022	0.13	0.010483839500042879	55.7	0.0	225.0	221.0	0.01	93.5	223.0	31.348141057079072	19.607518784109242	33.98624010497165	0.2898550724637681	0.7027027027027027	0.4670923906871558	-0.0013232547029675482	-3.1733124183101467	9.0	5.0	7.0	0.4000000000000057	-1.0434782608695652	-0.7243195665810569	-0.108108108108108	-4.899999999999999	-0.007529498516086726	-23.171505523864763	-34.8434221408088	-10.965435070408489	-4.0	-2.0	0.0	-0.1599999999999966	-1.1014492753623188	-0.5300430629798961	-0.4864864864864865	-3.0	-0.0036121766621990663	-9.839502781692833	-6.191811619926433	-3.7477163650849192	9.0	19.0	22.0	1.5699999999999932
162	0	2	2	1	S4_LOC_4_4_alligator_2	eI	4	0.4300113378684808	0.5500113378684809	0.1200000000000001	0.22	0.014096016162241945	58.7	0.0	216.0	202.0	-1.78	91.93	201.0	41.187643838771905	25.799330404035675	37.73395647005657	1.391304347826087	1.1891891891891893	0.9971354536670519	0.002288921959231518	-0.17331241831014665	0.0	-14.0	-15.0	-1.1699999999999875	1.1014492753623188	0.5300430629798961	0.4864864864864865	3.0	0.0036121766621990663	9.839502781692833	6.191811619926433	3.7477163650849192	-9.0	-19.0	-22.0	-1.5699999999999932	0.4057971014492753	0.2071662860929293	-0.10810810810810811	9.5	0.009460833028614666	1.0346689076445728	-7.969772965900777	10.051779760493872	-11.0	-17.0	-20.0	-1.4099999999999966
163	0	3	3	1	S4_LOC_4_4_alligator_2	3`	4	0.7050113378684809	0.790011337868481	0.08500000000000008	0.24	0.004635183133627279	49.2	0.0	227.0	219.0	1.65	93.34	221.0	40.15297493112733	33.76910336993645	27.682176709562697	0.9855072463768116	1.2972972972972974	0.7899691675741226	-0.007171911069383148	-9.673312418310147	11.0	3.0	5.0	0.2400000000000091	-0.4057971014492753	-0.2071662860929293	0.10810810810810811	-9.5	-0.009460833028614666	-1.0346689076445728	7.969772965900777	-10.051779760493872	11.0	17.0	20.0	1.4099999999999966	-0.01449275362318836	-0.07143307472501315	0.29729729729729737	-6.85	-0.007171911069383148	-1.6491266708532066	0.3623799991866008	-8.40633540543007	2.75	2.75	4.0	0.2325000000000017
164	1	0	0	1	S4_LOC_2_2_apple_1	{	2	0.1016780045351474	0.2316780045351475	0.13000000000000012	0.18	0.02169273399545788	62.8	0.0	226.0	222.0	0.0	93.55	221.0	54.126972875157165	58.26230361918526	46.63439452538982	1.733333333333334	0.7826086956521738	1.5488355444486772	0.005082996770268616	3.103035367561368	8.0	4.0	3.0	0.3499999999999943	0.7333333333333341	0.5595552725082474	-0.21739130434782616	3.1499999999999986	0.005082996770268616	1.5608822587758553	9.896544216918414	9.736137744832774	2.5	5.0	5.5	0.39000000000000057	1.4666666666666681	1.1191105450164949	-0.43478260869565233	6.299999999999997	0.010165993540537231	3.1217645175517106	19.793088433836836	19.472275489665552	5.0	10.0	11.0	0.7800000000000011
165	0	1	1	1	S4_LOC_2_2_apple_1	V	2	0.3616780045351474	0.3816780045351474	0.019999999999999962	0.28	0.01152674045492065	56.5	0.0	221.0	212.0	-0.82	92.77	210.0	51.005208357605454	38.469215185348425	27.16211903572427	0.26666666666666605	1.2173913043478262	0.42972499943218234	-0.005082996770268616	-3.196964632438629	3.0	-6.0	-8.0	-0.4300000000000068	-1.4666666666666681	-1.1191105450164949	0.43478260869565233	-6.299999999999997	-0.010165993540537231	-3.1217645175517106	-19.793088433836836	-19.472275489665552	-5.0	-10.0	-11.0	-0.7800000000000011	-0.733333333333334	-0.5595552725082474	0.21739130434782616	-3.1499999999999986	-0.005082996770268616	-1.5608822587758553	-9.896544216918421	-9.736137744832778	-2.5	-5.0	-5.5	-0.39000000000000057
166	0	0	0	1	S4_LOC_4_2_interruptor_2	I	4	0.07578231292517	0.1707823129251701	0.0950000000000001	0.16	0.01182321222364308	57.3	0.0	233.0	228.0	0.0	94.0	228.0	34.430236053089146	25.167250600144143	38.40134698196501	1.1875000000000004	0.8311688311688311	1.4230518900399372	0.0026354883526438586	2.1283979595260405	19.0	14.0	14.0	1.0999999999999943	0.18750000000000044	0.19996761230479998	-0.1688311688311689	3.1499999999999986	0.0026354883526438595	-6.3630995889432285	-8.811376646562223	6.158452254262144	10.75	14.75	15.0	1.1525000000000034	0.187500000000001	0.6214655288250192	0.0	2.0	0.0023590070971010128	-5.759790756748458	-12.92768457004535	5.6674715029465546	-3.0	13.0	16.0	0.9500000000000028
167	0	1	1	1	S4_LOC_4_2_interruptor_2	3`	4	0.2807823129251701	0.3607823129251701	0.08000000000000002	0.16	0.009464205126542067	55.3	0.0	236.0	215.0	-1.24	93.05	212.0	40.190026809837605	38.094935170189494	32.73387547901846	0.9999999999999994	0.8311688311688311	0.801586361214918	0.00027648125554284586	0.1283979595260405	22.0	1.0	-2.0	0.14999999999999147	-0.187500000000001	-0.6214655288250192	0.0	-2.0	-0.0023590070971010128	5.759790756748458	12.92768457004535	-5.6674715029465546	3.0	-13.0	-16.0	-0.9500000000000028	-0.5000000000000008	-1.6156167605911138	0.0	-2.1000000000000014	-0.0018168786816063383	-12.040441461558125	-6.23584233412118	-1.1506973978089334	26.0	9.0	6.0	0.8100000000000023
168	1	2	2	1	S4_LOC_4_2_interruptor_2	V	4	0.3707823129251701	0.4907823129251702	0.1200000000000001	0.16	0.011281083808148405	57.4	0.0	210.0	206.0	-0.49	92.24	206.0	52.23046827139573	44.330777504310674	33.88457287682739	1.5000000000000002	0.8311688311688311	2.4172031218060317	0.002093359937149184	2.228397959526042	-4.0	-8.0	-8.0	-0.6600000000000108	0.5000000000000008	1.6156167605911138	0.0	2.1000000000000014	0.0018168786816063383	12.040441461558125	6.23584233412118	1.1506973978089334	-26.0	-9.0	-6.0	-0.8100000000000023	1.1875000000000002	2.1667073839263695	-0.6753246753246752	10.799999999999997	0.007098689482485075	15.90785683758871	16.00923179212954	9.932789303826787	0.0	2.0	0.0	0.14000000000000057
